Price,unit,total_sqrt,bath,bhk,location
200,L,2145,4,4,Vastrapur
198,L,3014,4,4,Vastrapur
120,L,1615,3,3,Vastrapur
120,L,1615,3,3,Vastrapur
182,L,2415,4,4,Vastrapur
205,L,3230,4,4,Vastrapur
149,L,2230,3,3,Vastrapur
106,L,1550,3,3,Vastrapur
106,L,1530,3,3,Vastrapur
200,L,2490,3,3,Vastrapur
159,L,2020,3,3,Vastrapur
303,L,3760,4,4,Vastrapur
403,L,4400,3,3,Vastrapur
252,L,3760,4,4,Vastrapur
120,L,1615,3,3,Vastrapur
120,L,1615,3,3,Vastrapur
118,L,1585,3,3,Vastrapur
118,L,1585,3,3,Vastrapur
182,L,2415,4,4,Vastrapur
182,L,2415,4,4,Vastrapur
197,L,3015,4,4,Vastrapur
110,L,2500,4,4,Vastrapur
114,L,1845,3,3,Shilaj
110,L,1823,3,3,Vejalpur
335,L,3950,4,4,Vejalpur
360,L,3800,4,4,Vejalpur
323,L,3800,4,4,Vejalpur
335,L,3950,4,4,Vejalpur
115,L,2070,3,3,Vejalpur
370,L,3800,4,4,Vejalpur
115,L,2070,3,3,Vejalpur
115,L,2070,3,3,Vejalpur
115,L,2070,3,3,Vejalpur
